MemberID,SavingFrequency,SavingTimesPerPeriod,TotalSavingCycles,CompletedSavingCycles,UserSavingsMade,TotalCurrentSaving,IkiminaCreatedYear,UserJoinedYear,EmploymentStatus,HasGuardian,Age,RecentLoanPaymentStatus,SavingStatus,SavingRatingFactor,SavingRatio,ExpectedLoan,BoostAmount,AllowedLoan
1384,daily,1,365,63,36,5288201,2019,2024,employed,TRUE,13,Better,Bad,0.4,0.57,12255195.97,4626336.48,10576402
1385,daily,1,365,0,0,0,2017,2023,employed,TRUE,13,Better,Poor,0.2,0,0,0,0
1386,daily,1,365,124,63,7592754,2016,2016,unemployed,TRUE,13,Better,Bad,0.4,0.51,8939855.52,3710040.04,12649895.56
1387,daily,1,365,192,73,2026711,2020,2020,unemployed,TRUE,13,Better,Poor,0.2,0.38,770572.41,304536.64,1075109.05
1388,daily,1,365,136,40,4552962,2016,2017,unemployed,TRUE,13,Better,Poor,0.2,0.29,2443869.31,993840.19,3437709.49
1389,daily,1,365,212,173,730093,2017,2023,unemployed,TRUE,13,Better,Better,0.8,0.82,1005599.79,304786.86,1310386.65
1390,daily,1,365,44,25,5876577,2018,2020,unemployed,TRUE,13,Better,Bad,0.4,0.57,19499550.95,7674466.13,11753154
1391,daily,1,365,237,54,9661213,2018,2018,employed,FALSE,13,Better,Poor,0.2,0.23,2975816.66,1072832.13,4048648.79
1392,daily,1,365,184,38,2704524,2018,2022,employed,FALSE,13,Better,Poor,0.2,0.21,1072990.5,436044.01,1509034.51
1393,daily,1,365,332,45,229420,2015,2022,employed,FALSE,13,Better,Poor,0.2,0.14,50444.76,11091.77,61536.53
1394,daily,1,365,206,108,8795945,2016,2018,employed,FALSE,13,Better,Bad,0.4,0.52,6234019.27,2432528.44,8666547.71
1395,daily,1,365,276,198,3306647,2019,2022,employed,FALSE,13,Better,Good,0.6,0.72,2623752.51,733319.81,3357072.32
1396,daily,1,365,79,38,6877696,2017,2022,unemployed,FALSE,13,Better,Bad,0.4,0.48,12710678.68,4838002.07,13755392
1397,daily,1,365,206,118,7968675,2015,2016,unemployed,FALSE,13,Better,Bad,0.4,0.57,5647701.7,2114324.05,7762025.75
1398,daily,1,365,184,84,8542937,2018,2018,unemployed,FALSE,13,Better,Bad,0.4,0.46,6778634.79,2875762.13,9654396.92
1399,daily,1,365,231,68,7050321,2015,2024,unemployed,FALSE,13,Better,Poor,0.2,0.29,2228023.52,614973.07,2842996.59
1400,daily,1,365,162,146,3801715,2015,2020,unemployed,FALSE,13,Better,Better,0.8,0.9,6852473.95,2672464.84,7603430
1401,daily,1,365,302,69,8166177,2021,2022,employed,TRUE,2,Better,Poor,0.2,0.23,1973943.45,509221.85,2483165.3
1402,daily,1,365,302,116,4040704,2017,2020,employed,TRUE,2,Better,Poor,0.2,0.38,976726.46,242811.13,1219537.59
1403,daily,1,365,299,42,6679331,2015,2021,employed,TRUE,2,Better,Poor,0.2,0.14,1630739.68,381833.06,2012572.73
1404,daily,1,365,314,261,8699984,2017,2023,employed,TRUE,2,Better,Better,0.8,0.83,8090430.98,1708974.72,9799405.7
1405,daily,1,365,263,130,6390304,2019,2019,employed,TRUE,2,Better,Bad,0.4,0.49,3547469.14,1108820.15,4656289.3
1406,daily,1,365,74,23,3028198,2019,2021,unemployed,TRUE,2,Better,Poor,0.2,0.31,2987276.41,1150101.42,4137377.82
1407,daily,1,365,114,42,2889604,2015,2023,unemployed,TRUE,2,Better,Poor,0.2,0.37,1850360.46,647626.16,2497986.62
1408,daily,1,365,317,143,628347,2016,2016,unemployed,TRUE,2,Better,Bad,0.4,0.45,289396.41,69537.3,358933.71
1409,daily,1,365,55,35,5155042,2017,2019,unemployed,TRUE,2,Better,Good,0.6,0.64,20526439.96,8030969.64,10310084
1410,daily,1,365,142,89,2386303,2015,2018,unemployed,TRUE,2,Better,Good,0.6,0.63,3680284.2,1426110.13,4772606
1411,daily,1,365,221,90,4957267,2015,2019,employed,FALSE,2,Better,Bad,0.4,0.41,3274936.57,1139077.77,4414014.34
1412,daily,1,365,310,293,8623516,2015,2019,employed,FALSE,2,Better,Better,0.8,0.95,8122795.72,2054936.3,10177732.02
1413,daily,1,365,121,54,1953981,2021,2021,employed,FALSE,2,Better,Bad,0.4,0.45,2357696.08,1055069,3412765.08
1414,daily,1,365,128,35,5624859,2016,2020,employed,FALSE,2,Better,Poor,0.2,0.27,3207927.4,1328616.6,4536544
1415,daily,1,365,303,283,6109985,2015,2017,employed,FALSE,2,Better,Better,0.8,0.93,5888170.36,1609967.64,7498138
1416,daily,1,365,270,73,892932,2016,2017,unemployed,FALSE,2,Better,Poor,0.2,0.27,241422.36,68693.6,310115.96
1417,daily,1,365,281,40,5484231,2015,2018,unemployed,FALSE,2,Better,Poor,0.2,0.14,1424729.05,370125.34,1794854.39
1418,daily,1,365,364,319,2265958,2015,2018,unemployed,FALSE,2,Better,Better,0.8,0.88,1817746.53,364548.07,2182294.59
1419,daily,1,365,339,141,6037030,2015,2017,unemployed,FALSE,2,Better,Bad,0.4,0.42,2600018.82,579386.2,3179405.02
1420,daily,1,365,202,136,4174197,2018,2022,unemployed,FALSE,2,Better,Good,0.6,0.67,4525490.81,1543323.59,6068814.39
1421,daily,1,365,67,36,9389055,2016,2023,employed,TRUE,64,Better,Bad,0.4,0.54,20459731.79,8013394.95,18778110
1422,daily,1,365,195,110,2934238,2015,2017,employed,TRUE,64,Better,Bad,0.4,0.56,2196916.66,899327.55,3096244.21
1423,daily,1,365,217,101,5631879,2020,2021,employed,TRUE,64,Better,Bad,0.4,0.47,3789190.48,1407326.3,5196516.78
1424,daily,1,365,245,120,156535,2017,2019,employed,TRUE,64,Better,Bad,0.4,0.49,93282.08,30709.32,123991.4
1425,daily,1,365,45,26,8730099,2018,2023,employed,TRUE,64,Better,Bad,0.4,0.58,28324321.2,11228570.19,17460198
1426,daily,1,365,211,50,1674218,2017,2021,unemployed,TRUE,64,Better,Poor,0.2,0.24,579231.82,193157.34,772389.16
1427,daily,1,365,340,130,7210191,2016,2024,unemployed,TRUE,64,Better,Poor,0.2,0.38,1548070.42,267876.89,1815947.31
1428,daily,1,365,310,195,7452772,2015,2016,unemployed,TRUE,64,Better,Good,0.6,0.63,5265022.8,1331965.85,6596988.65
1429,daily,1,365,85,38,3512483,2017,2023,unemployed,TRUE,64,Better,Bad,0.4,0.45,6033206.09,2224744.75,7024966
1430,daily,1,365,299,258,4912159,2015,2016,unemployed,TRUE,64,Better,Better,0.8,0.86,4797158.62,1255162.92,6052321.54
1431,daily,1,365,317,198,2189259,2016,2023,employed,FALSE,64,Better,Good,0.6,0.62,1512453.38,354595.57,1867048.95
1432,daily,1,365,334,92,372158,2015,2022,employed,FALSE,64,Better,Poor,0.2,0.28,81339.92,18591.29,99931.21
1433,daily,1,365,121,108,8200864,2017,2021,employed,FALSE,64,Better,Better,0.8,0.89,19790514.78,8410968.78,16401728
1434,daily,1,365,85,54,8949323,2017,2024,employed,FALSE,64,Better,Good,0.6,0.64,23057667.49,9151011.79,17898646
1435,daily,1,365,179,83,5659458,2020,2023,employed,FALSE,64,Better,Bad,0.4,0.46,4616094.23,1927219.34,6543313.58
1436,daily,1,365,55,54,7264604,2015,2018,unemployed,FALSE,64,Better,Better,0.8,0.98,38568443.05,16005903.87,14529208
1437,daily,1,365,120,44,7615967,2015,2019,unemployed,FALSE,64,Better,Poor,0.2,0.37,4633046.59,1887966.49,6521013.08
1438,daily,1,365,132,96,5167724,2021,2021,unemployed,FALSE,64,Better,Good,0.6,0.73,8573723.91,3751004.21,10335448
1439,daily,1,365,200,131,6918372,2016,2020,unemployed,FALSE,64,Better,Good,0.6,0.66,7575617.34,2796665.4,10372282.74
1440,daily,1,365,102,81,3460008,2015,2019,unemployed,FALSE,64,Better,Good,0.6,0.79,7428840.71,3027252.59,6920016
1441,daily,1,365,231,143,4664355,2018,2021,employed,TRUE,75,Better,Good,0.6,0.62,4422050.84,1399023.94,5821074.79
1442,daily,1,365,115,109,2297898,2016,2016,employed,TRUE,75,Better,Better,0.8,0.95,5834662.75,2523491.64,4595796
1443,daily,1,365,314,306,8190747,2015,2016,employed,TRUE,75,Better,Better,0.8,0.97,7616873.01,1961223.51,9578096.52
1444,daily,1,365,160,109,3658468,2019,2019,employed,TRUE,75,Better,Good,0.6,0.68,5007528.08,2165755.89,7173283.97
1445,daily,1,365,246,115,1698518,2019,2020,employed,TRUE,75,Better,Bad,0.4,0.47,1008063.53,319302.07,1327365.6
1446,daily,1,365,101,54,2510381,2015,2017,unemployed,TRUE,75,Better,Bad,0.4,0.53,3628867.58,1424330.53,5020762
1447,daily,1,365,178,170,8848047,2016,2016,unemployed,TRUE,75,Better,Better,0.8,0.96,14514773.73,5914770.3,17696094
1448,daily,1,365,257,109,5347336,2018,2020,unemployed,TRUE,75,Better,Bad,0.4,0.42,3037786.21,820561.1,3858347.31
1449,daily,1,365,0,0,0,2015,2016,unemployed,TRUE,75,Better,Poor,0.2,0,0,0,0
1450,daily,1,365,141,100,4553244,2017,2018,unemployed,TRUE,75,Better,Good,0.6,0.71,7072059.83,2815563.82,9106488
1451,daily,1,365,309,79,7796907,2015,2024,employed,FALSE,75,Better,Poor,0.2,0.26,1841987.74,393717.43,2235705.17
1452,daily,1,365,317,82,5222803,2020,2023,employed,FALSE,75,Better,Poor,0.2,0.26,1202727.5,276968.79,1479696.3
1453,daily,1,365,38,6,8682400,2017,2018,employed,FALSE,75,Better,Poor,0.2,0.16,16679347.37,7265940.7,17364800
1454,daily,1,365,93,44,3207181,2016,2016,employed,FALSE,75,Better,Bad,0.4,0.47,5034929.31,2240543.54,6414362
1455,daily,1,365,360,146,5709128,2016,2024,employed,FALSE,75,Better,Bad,0.4,0.41,2315368.58,419338.98,2734707.55
1456,daily,1,365,221,198,5660557,2021,2021,unemployed,FALSE,75,Better,Better,0.8,0.9,7479106.99,2620056.39,10099163.38
1457,daily,1,365,208,30,8432374,2019,2021,unemployed,FALSE,75,Better,Poor,0.2,0.14,2959438.95,1023852.05,3983291
1458,daily,1,365,60,56,8816158,2016,2021,unemployed,FALSE,75,Better,Better,0.8,0.93,42905302.27,16232506.02,17632316
1459,daily,1,365,180,21,7314982,2015,2022,unemployed,FALSE,75,Better,Poor,0.2,0.12,2966631.59,1090237.11,4056868.7
1460,daily,1,365,292,174,862598,2019,2019,unemployed,FALSE,75,Better,Bad,0.4,0.6,431299,116450.73,547749.73
1461,daily,1,365,40,7,9074116,2021,2022,employed,TRUE,6,Better,Poor,0.2,0.17,16560261.7,6893208.93,18148232
1462,daily,1,365,58,23,3544715,2019,2019,employed,TRUE,6,Better,Poor,0.2,0.4,4461451.64,1940731.46,6402183.1
1463,daily,1,365,363,111,8406633,2017,2017,employed,TRUE,6,Better,Poor,0.2,0.31,1690590.11,399151.58,2089741.69
1464,daily,1,365,280,80,3811974,2015,2017,employed,TRUE,6,Better,Poor,0.2,0.29,993836.08,278983.98,1272820.06
1465,daily,1,365,110,39,989939,2017,2022,employed,TRUE,6,Better,Poor,0.2,0.35,656959.52,254982.41,911941.93
1466,daily,1,365,325,213,2170716,2019,2019,unemployed,TRUE,6,Better,Good,0.6,0.66,1462728.63,343178.64,1805907.27
1467,daily,1,365,218,35,4132701,2015,2019,unemployed,TRUE,6,Better,Poor,0.2,0.16,1383886.11,435733.68,1819619.8
1468,daily,1,365,219,47,1468941,2018,2018,unemployed,TRUE,6,Better,Poor,0.2,0.21,489647,168112.14,657759.14
1469,daily,1,365,265,159,3793941,2020,2022,unemployed,TRUE,6,Better,Good,0.6,0.6,3135370.11,800998.33,3936368.44
1470,daily,1,365,118,84,6953680,2015,2018,unemployed,TRUE,6,Better,Good,0.6,0.71,12905558.64,5000903.97,13907360
1471,daily,1,365,179,21,4073495,2015,2018,employed,FALSE,6,Better,Poor,0.2,0.12,1661257.74,706034.54,2367292.28
1472,daily,1,365,228,143,6214207,2016,2016,employed,FALSE,6,Better,Good,0.6,0.63,5968909.36,2194621.37,8163530.72
1473,daily,1,365,278,174,6222332,2015,2023,employed,FALSE,6,Better,Good,0.6,0.63,4901765.14,1225882.09,6127647.23
1474,daily,1,365,162,114,6033844,2015,2017,employed,FALSE,6,Better,Good,0.6,0.7,8156863.19,3527843.33,11684706.51
1475,daily,1,365,320,36,5934510,2017,2022,employed,FALSE,6,Better,Poor,0.2,0.11,1353810.09,309684.06,1663494.15
1476,daily,1,365,245,47,9723926,2016,2017,unemployed,FALSE,6,Better,Poor,0.2,0.19,2897333.05,904332.54,3801665.6
1477,daily,1,365,66,10,424878,2020,2021,unemployed,FALSE,6,Better,Poor,0.2,0.15,469940.82,191500.88,661441.7
1478,daily,1,365,216,169,228555,2022,2022,unemployed,FALSE,6,Better,Good,0.6,0.78,231729.38,83529.86,315259.23
1479,daily,1,365,0,0,0,2015,2019,unemployed,FALSE,6,Better,Poor,0.2,0,0,0,0
1480,daily,1,365,293,162,1635155,2022,2023,unemployed,FALSE,6,Better,Bad,0.4,0.55,814787.13,200964.6,1015751.74
1481,daily,1,365,0,0,0,2017,2019,employed,TRUE,78,Better,Poor,0.2,0,0,0,0
1482,daily,1,365,199,191,4778569,2016,2022,employed,TRUE,78,Better,Better,0.8,0.96,7011769.59,2449450.72,9461220.3
1483,daily,1,365,180,38,6719790,2015,2017,employed,TRUE,78,Better,Poor,0.2,0.21,2725248.17,1137791.11,3863039.28
1484,daily,1,365,345,216,5945355,2017,2017,employed,TRUE,78,Better,Good,0.6,0.63,3774007.96,921213.46,4695221.42
1485,daily,1,365,112,55,1956377,2016,2017,employed,TRUE,78,Better,Bad,0.4,0.49,2550277.16,1081742.56,3632019.72
1486,daily,1,365,166,165,3268155,2017,2018,unemployed,TRUE,78,Better,Better,0.8,0.99,5748802.77,2288742.1,6536310
1487,daily,1,365,0,0,0,2020,2024,unemployed,TRUE,78,Better,Poor,0.2,0,0,0,0
1488,daily,1,365,254,168,6611100,2019,2020,unemployed,TRUE,78,Better,Good,0.6,0.66,5700121.65,1609723.33,7309844.99
1489,daily,1,365,305,291,3001320,2015,2017,unemployed,TRUE,78,Better,Better,0.8,0.95,2873394.89,666180.12,3539575
1490,daily,1,365,278,30,1782457,2023,2023,unemployed,TRUE,78,Better,Poor,0.2,0.11,468055.26,126417.01,594472.27
1491,daily,1,365,342,139,2500184,2018,2020,employed,FALSE,78,Better,Bad,0.4,0.41,1067330.01,252980.4,1320310.41
1492,daily,1,365,321,175,1420485,2017,2017,employed,FALSE,78,Better,Bad,0.4,0.55,646077.29,176000.71,822078
1493,daily,1,365,175,53,5952545,2018,2023,employed,FALSE,78,Better,Poor,0.2,0.3,2483061.63,971941.27,3455002.89
1494,daily,1,365,156,36,3579034,2016,2016,employed,FALSE,78,Better,Poor,0.2,0.23,1674804.37,745287.95,2420092.32
1495,daily,1,365,75,65,7447133,2016,2022,employed,FALSE,78,Better,Better,0.8,0.87,28994171.15,11452697.6,14894266
1496,daily,1,365,163,68,3683615,2019,2020,unemployed,FALSE,78,Better,Bad,0.4,0.42,3299434.29,1344519.48,4643953.77
1497,daily,1,365,0,0,0,2017,2020,unemployed,FALSE,78,Better,Poor,0.2,0,0,0,0
1498,daily,1,365,286,251,413981,2016,2023,unemployed,FALSE,78,Better,Better,0.8,0.88,422665.92,91681.06,514346.98
1499,daily,1,365,337,69,4239335,2016,2019,unemployed,FALSE,78,Better,Poor,0.2,0.2,918312.92,194330.82,1112643.74
1500,daily,1,365,274,75,2102323,2018,2020,unemployed,FALSE,78,Better,Poor,0.2,0.27,560107.95,148425.69,708533.64
1501,daily,1,365,320,279,6249184,2023,2024,employed,TRUE,48,Better,Better,0.8,0.87,5702380.4,1414903.14,7117283.54
1502,daily,1,365,321,229,4707292,2020,2023,employed,TRUE,48,Better,Good,0.6,0.71,3211516.97,770488.94,3982005.92
1503,daily,1,365,134,92,3405947,2016,2023,employed,TRUE,48,Better,Good,0.6,0.69,5566435.77,2221935.61,6811894
1504,daily,1,365,40,27,6677052,2016,2016,employed,TRUE,48,Better,Good,0.6,0.68,36556859.7,16724763.31,13354104
1505,daily,1,365,115,81,4150659,2015,2024,employed,TRUE,48,Better,Good,0.6,0.7,7904298.44,3082676.39,8301318
1506,daily,1,365,181,34,2861153,2017,2017,unemployed,TRUE,48,Better,Poor,0.2,0.19,1153945.69,499081.51,1653027.19
1507,daily,1,365,117,55,7504318,2015,2018,unemployed,TRUE,48,Better,Bad,0.4,0.47,9364362.63,3839388.68,13203751.31
1508,daily,1,365,94,79,576239,2015,2016,unemployed,TRUE,48,Better,Better,0.8,0.84,1790019.02,760758.08,1152478
1509,daily,1,365,172,149,396037,2019,2020,unemployed,TRUE,48,Better,Better,0.8,0.87,672341.88,282383.59,792074
1510,daily,1,365,208,201,6038512,2018,2020,unemployed,TRUE,48,Better,Better,0.8,0.97,8477141.85,3069004.81,11546146.66
1511,daily,1,365,269,202,5950237,2017,2017,employed,FALSE,48,Better,Good,0.6,0.75,4844244.99,1653706.39,6497951.38
1512,daily,1,365,130,59,9452118,2022,2024,employed,FALSE,48,Better,Bad,0.4,0.45,10615455.6,4458491.35,15073946.95
1513,daily,1,365,327,46,3494681,2015,2016,employed,FALSE,48,Better,Poor,0.2,0.14,780158.14,222923.63,1003081.77
1514,daily,1,365,362,361,3695428,2018,2022,employed,FALSE,48,Better,Better,0.8,1,2980842.48,682017.7,3662860.17
1515,daily,1,365,356,213,9632320,2022,2022,employed,FALSE,48,Better,Bad,0.4,0.6,3950333.48,1086563.64,5036897.12
1516,daily,1,365,210,187,4516645,2020,2023,unemployed,FALSE,48,Better,Better,0.8,0.89,6280287.33,2183147.5,8463434.83
1517,daily,1,365,0,0,0,2017,2018,unemployed,FALSE,48,Better,Poor,0.2,0,0,0,0
1518,daily,1,365,147,109,3326747,2016,2016,unemployed,FALSE,48,Better,Good,0.6,0.74,4956174.1,2205497.48,6653494
1519,daily,1,365,80,40,6562490,2021,2023,unemployed,FALSE,48,Better,Bad,0.4,0.5,11976544.25,4880441.78,13124980
1520,daily,1,365,184,122,6028507,2019,2022,unemployed,FALSE,48,Better,Good,0.6,0.66,7175233.88,2900510.3,10075744.18
1521,daily,1,365,326,211,124464,2015,2022,employed,TRUE,77,Better,Good,0.6,0.65,83612.32,17050.76,100663.08
1522,daily,1,365,214,108,7362512,2016,2020,employed,TRUE,77,Better,Bad,0.4,0.5,5023022.21,1709274.99,6732297.2
1523,daily,1,365,296,176,3436092,2017,2017,employed,TRUE,77,Better,Bad,0.4,0.59,1694829.16,473063.46,2167892.63
1524,daily,1,365,99,32,3285437,2016,2016,employed,TRUE,77,Better,Poor,0.2,0.32,2422594.96,1047772.32,3470367.28
1525,daily,1,365,95,42,7788111,2019,2024,employed,TRUE,77,Better,Bad,0.4,0.44,11969096.91,4428565.85,15576222
1526,daily,1,365,41,29,5394178,2016,2017,unemployed,TRUE,77,Better,Good,0.6,0.71,28812804.44,11501111.11,10788356
1527,daily,1,365,344,168,2611760,2016,2018,unemployed,TRUE,77,Better,Bad,0.4,0.49,1108479.53,225068.61,1333548.14
1528,daily,1,365,46,23,7799037,2019,2020,unemployed,TRUE,77,Better,Bad,0.4,0.5,24753465.26,9777618.78,15598074
1529,daily,1,365,40,16,6509929,2016,2019,unemployed,TRUE,77,Better,Bad,0.4,0.4,23761240.85,9088674.63,13019858
1530,daily,1,365,166,120,6647033,2018,2022,unemployed,TRUE,77,Better,Good,0.6,0.72,8769278.48,3197654.76,11966933.23
1531,daily,1,365,256,113,8026653,2018,2021,employed,FALSE,77,Better,Bad,0.4,0.44,4577700.54,1364216.07,5941916.61
1532,daily,1,365,143,20,7943999,2015,2024,employed,FALSE,77,Better,Poor,0.2,0.14,4055328.16,1530886.38,5586214.54
1533,daily,1,365,262,167,6722959,2015,2021,employed,FALSE,77,Better,Good,0.6,0.64,5619572.6,1565758.78,7185331.38
1534,daily,1,365,177,147,4738103,2020,2023,employed,FALSE,77,Better,Better,0.8,0.83,7816531.5,3126612.6,9476206
1535,daily,1,365,239,50,1641577,2019,2023,employed,FALSE,77,Better,Poor,0.2,0.21,501402.18,150640.94,652043.12
1536,daily,1,365,275,216,5880204,2015,2018,unemployed,FALSE,77,Better,Good,0.6,0.79,4682780.64,1231358.45,5914139.09
1537,daily,1,365,159,113,6420117,2019,2019,unemployed,FALSE,77,Better,Good,0.6,0.71,8842802.66,3713977.12,12556779.78
1538,daily,1,365,132,62,8420071,2018,2020,unemployed,FALSE,77,Better,Bad,0.4,0.47,9313108.83,3711939.09,13025047.93
1539,daily,1,365,285,180,2740261,2015,2019,unemployed,FALSE,77,Better,Good,0.6,0.63,2105674.24,518291.4,2623965.64
1540,daily,1,365,188,29,7908493,2020,2021,unemployed,FALSE,77,Better,Poor,0.2,0.15,3070851.01,1207759.17,4278610.17
1541,daily,1,365,123,15,9531986,2020,2020,employed,TRUE,88,Better,Poor,0.2,0.12,5657194.94,2446736.81,8103931.76
1542,daily,1,365,258,253,6709431,2024,2024,employed,TRUE,88,Better,Better,0.8,0.98,7593619.58,2395374.92,9988994.5
1543,daily,1,365,351,245,6273343,2015,2019,employed,TRUE,88,Better,Good,0.6,0.7,3914137.09,823836.65,4737973.73
1544,daily,1,365,79,70,2729280,2022,2024,employed,TRUE,88,Better,Better,0.8,0.89,10087971.65,3858649.15,5458560
1545,daily,1,365,231,26,5868039,2015,2017,employed,TRUE,88,Better,Poor,0.2,0.11,1854401.94,618475.16,2472877.09
1546,daily,1,365,72,66,6094728,2015,2018,unemployed,TRUE,88,Better,Better,0.8,0.92,24717508,9516240.58,12189456
1547,daily,1,365,82,48,4607861,2016,2017,unemployed,TRUE,88,Better,Bad,0.4,0.59,8204240.32,3274859.26,9215722
1548,daily,1,365,318,116,8004859,2016,2018,unemployed,TRUE,88,Better,Poor,0.2,0.36,1837593.42,404992.88,2242586.29
1549,daily,1,365,0,0,0,2018,2024,unemployed,TRUE,88,Better,Poor,0.2,0,0,0,0
1550,daily,1,365,69,55,7164215,2017,2018,unemployed,TRUE,88,Better,Good,0.6,0.8,22738595.43,9052803.31,14328430
1551,daily,1,365,273,256,765065,2016,2019,employed,FALSE,88,Better,Better,0.8,0.94,818311.28,235182.06,1053493.35
1552,daily,1,365,229,177,8137056,2015,2024,employed,FALSE,88,Better,Good,0.6,0.77,7781726.04,2305548.72,10087274.77
1553,daily,1,365,148,105,4238618,2017,2024,employed,FALSE,88,Better,Good,0.6,0.71,6272009.07,2379443.44,8477236
1554,daily,1,365,119,19,2531350,2015,2016,employed,FALSE,88,Better,Poor,0.2,0.16,1552844.96,679369.67,2232214.63
1555,daily,1,365,126,116,9477519,2019,2021,employed,FALSE,88,Better,Better,0.8,0.92,21963774.19,9224785.16,18955038
1556,daily,1,365,231,58,1531419,2020,2022,unemployed,FALSE,88,Better,Poor,0.2,0.25,483954.92,148098.59,632053.51
1557,daily,1,365,127,98,5779762,2019,2022,unemployed,FALSE,88,Better,Good,0.6,0.77,9966676.2,3812253.65,11559524
1558,daily,1,365,215,81,1600256,2018,2018,unemployed,FALSE,88,Better,Poor,0.2,0.38,543342.73,195350.67,738693.4
1559,daily,1,365,360,65,6032083,2015,2016,unemployed,FALSE,88,Better,Poor,0.2,0.18,1223172.39,263321.83,1486494.22
1560,daily,1,365,39,26,432220,2017,2019,unemployed,FALSE,88,Better,Good,0.6,0.67,2427081.54,973866.47,864440
1561,daily,1,365,54,36,4945041,2018,2018,employed,TRUE,7,Better,Good,0.6,0.67,20054888.5,8723876.5,9890082
1562,daily,1,365,206,204,8418486,2019,2022,employed,TRUE,7,Better,Better,0.8,0.99,11932999.57,4198851.82,16131851.39
1563,daily,1,365,92,80,4358472,2015,2017,employed,TRUE,7,Better,Better,0.8,0.87,13833411.13,5810032.67,8716944
1564,daily,1,365,55,42,2203193,2018,2018,employed,TRUE,7,Better,Good,0.6,0.76,8772713.95,3816130.57,4406386
1565,daily,1,365,69,15,5992188,2015,2016,employed,TRUE,7,Better,Poor,0.2,0.22,6339561.22,2710162.42,9049723.64
1566,daily,1,365,66,59,6772268,2022,2023,unemployed,TRUE,7,Better,Better,0.8,0.89,29962155.39,11535429.83,13544536
1567,daily,1,365,73,33,8533096,2021,2022,unemployed,TRUE,7,Better,Bad,0.4,0.45,17066192,6677147.62,17066192
1568,daily,1,365,118,13,562083,2020,2020,unemployed,TRUE,7,Better,Poor,0.2,0.11,347729.31,142569.02,490298.33
1569,daily,1,365,144,122,1770838,2021,2024,unemployed,TRUE,7,Better,Better,0.8,0.85,3590865.94,1270268.83,3541676
1570,daily,1,365,222,38,1115415,2016,2020,unemployed,TRUE,7,Better,Poor,0.2,0.17,366780.61,112049.82,478830.43
1571,daily,1,365,362,96,4234731,2017,2019,employed,FALSE,7,Better,Poor,0.2,0.27,853965.09,196759.93,1050725.02
1572,daily,1,365,111,78,862195,2016,2016,employed,FALSE,7,Better,Good,0.6,0.7,1701087.43,761236.63,1724390
1573,daily,1,365,107,102,8630944,2020,2020,employed,FALSE,7,Better,Better,0.8,0.95,23553604.19,10540237.87,17261888
1574,daily,1,365,163,141,7202301,2020,2020,employed,FALSE,7,Better,Better,0.8,0.87,12902281.55,5773770.99,14404602
1575,daily,1,365,187,119,4193590,2016,2019,employed,FALSE,7,Better,Good,0.6,0.64,4911209.68,2027712.41,6938922.09
1576,daily,1,365,59,52,3679864,2018,2021,unemployed,FALSE,7,Better,Better,0.8,0.88,18212208.27,7109265.59,7359728
1577,daily,1,365,284,261,4197458,2021,2021,unemployed,FALSE,7,Better,Better,0.8,0.92,4315696.25,1206419.46,5522115.71
1578,daily,1,365,150,21,2044908,2017,2020,unemployed,FALSE,7,Better,Poor,0.2,0.14,995188.56,392477.49,1387666.05
1579,daily,1,365,314,107,8535843,2016,2020,unemployed,FALSE,7,Better,Poor,0.2,0.34,1984447.58,439854.28,2424301.86
1580,daily,1,365,197,164,2633635,2016,2019,unemployed,FALSE,7,Better,Better,0.8,0.83,3903662.03,1436775.51,5267270
1581,daily,1,365,82,64,7457536,2017,2017,employed,TRUE,77,Better,Good,0.6,0.78,19917077.85,8614136.17,14915072
1582,daily,1,365,220,168,3041665,2021,2022,employed,TRUE,77,Better,Good,0.6,0.76,3027839.25,1046324.9,4074164.15
1583,daily,1,365,162,96,2548112,2018,2024,employed,TRUE,77,Better,Bad,0.4,0.59,2296446.62,845584.45,3142031.07
1584,daily,1,365,303,51,4639621,2016,2024,employed,TRUE,77,Better,Poor,0.2,0.17,1117796.48,231112.72,1348909.2
1585,daily,1,365,131,129,7130174,2022,2022,employed,TRUE,77,Better,Better,0.8,0.98,15893212.27,6873814.31,14260348
1586,daily,1,365,206,134,8615791,2018,2021,unemployed,TRUE,77,Better,Good,0.6,0.65,9159505.97,3020127.95,12179633.92
1587,daily,1,365,122,95,4065407,2015,2016,unemployed,TRUE,77,Better,Good,0.6,0.78,7297738.8,2919095.52,8130814
1588,daily,1,365,247,167,5287920,2015,2017,unemployed,TRUE,77,Better,Good,0.6,0.68,4688479.68,1350500.44,6038980.11
1589,daily,1,365,360,208,4139486,2021,2024,unemployed,TRUE,77,Better,Bad,0.4,0.58,1678791.54,258580.53,1937372.08
1590,daily,1,365,0,0,0,2022,2022,unemployed,TRUE,77,Better,Poor,0.2,0,0,0,0
1591,daily,1,365,289,37,5204044,2016,2021,employed,FALSE,77,Better,Poor,0.2,0.13,1314516.3,336422.17,1650938.48
1592,daily,1,365,244,194,7391170,2016,2023,employed,FALSE,77,Better,Good,0.6,0.8,6633877.99,1896274.09,8530152.08
1593,daily,1,365,123,108,3662184,2015,2019,employed,FALSE,77,Better,Better,0.8,0.88,8693965.27,3607995.59,7324368
1594,daily,1,365,355,240,3999942,2018,2021,employed,FALSE,77,Better,Good,0.6,0.68,2467569.85,539141.67,3006711.52
